Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"48046412","2","","48046363","2018-01-01 00:10:27","","1","","<p>Since you are using typed array. Don't you can use the offset of the set method?</p>

<pre><code>arr2.set(arr1, 3)
</code></pre>

<p>To overwrite from the 4th element of the target array.
 <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/TypedArray/set"" rel=""nofollow noreferrer"">https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/TypedArray/set</a></p>

<p>To me it does just what you need, if I understand your question.</p>
","29125","","","","","2018-01-01 00:10:27","","","","0","","",""
"48046414","2","","48046254","2018-01-01 00:11:01","","0","","<p>Here's a function you can play around with that might help you understand what's going on a bit more. Note you're using a immediately invoked function expression (IIFE) to switch from synchronous to asynchronous code, which is fine as long as you understand that <code>console.log('test2')</code> in your original code may not process in the same order as your code looks like it might. However, you did not call the IIFE, so simply add () to the end of it.</p>

<p>I.e., </p>

<pre><code>(function (){})();
(()=&gt;{})();
(async function(){})();
(async ()=&gt;{})();
</code></pre>

<p>As for the rest of your code, you don't resolve or reject your promise, return the promise correctly from the function, and you need to try{}catch{} your asynchronous function otherwise reject() from the promise will be unhandled. </p>

<pre><code>(function(){      
    let isAvailable = false;
    let asynchFunc = () =&gt; new Promise((resolve,reject) =&gt; {
        if (isAvailable === true) {
            console.log('Available');
            resolve(true);
        }else{
            console.log('Not available');
            reject(false)
        }
    });
    (async () =&gt; {
        try{
            // isAvailable = true; // test with me.
            console.log('test1');
            // result is always true, unless there is an error.
            // but if there is an error 
            // the rejected promise will go to catch(e){}.
            let result = await asynchFunc(); 
            console.log('test2');
            isAvailable = true;
        }catch(e){
            console.log('Error:',e)
        }
    })();  
})();
</code></pre>
","2446254","","","","","2018-01-01 00:11:01","","","","0","","",""
"48046415","1","48272001","","2018-01-01 00:11:07","","0","134","<p>My site is built with AngularJS and Worpress as a single page application and based on the page I'm routing I define appropriate meta tags in the controller. This is my HTML header:</p>

<pre><code>&lt;meta property=""og:url"" content=""{{ngMeta['og:url']}}"" /&gt;
&lt;meta property=""og:title"" content=""{{ngMeta['og:title']}}"" /&gt;
&lt;meta property=""og:description"" content=""{{ngMeta['og:description']}}"" /&gt;
&lt;meta property=""og:image"" content=""{{ngMeta['og:image']}}"" /&gt;
</code></pre>

<p>This is working correctly, but I'm faced a problem when I'm trying to share a page on Facebook. Cause the crawler dispatched doesn't see the meta tags and this is what is returned:</p>

<p><a href=""https://i.stack.imgur.com/VH8Mk.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/VH8Mk.png"" alt=""enter image description here""></a></p>

<p>I guess that this is because the crawler does not load the javascript, so the meta tags are not loaded.</p>

<p>How can I solve this, maybe working on the server side and use two different redirect (in the apache mod) one for human being and one for social inspection (facebook, twitter etc.)</p>

<p>EDIT:
I read an article in which they suggest to do a mod rewrite with apache that will handle the requests from the social media crawlers and redirect them to a server side static page with meta data handled by the server.</p>

<p>As already said I'm using wordpress with this permalinks <code>https://&lt;dns&gt;/%category%/%postname%/</code> and so this is my <code>.htaccess</code>:</p>

<pre><code># BEGIN WordPress
&lt;IfModule mod_rewrite.c&gt;
RewriteEngine On
RewriteBase /
RewriteRule ^index\.php$ - [L]
RewriteCond %{REQUEST_FILENAME} !-f
RewriteCond %{REQUEST_FILENAME} !-d
RewriteRule . /index.php [L]
&lt;/IfModule&gt;
# END WordPress
</code></pre>

<p>I should add something like this (each Rewrite url for each category):</p>

<pre><code>RewriteCond %{HTTP_USER_AGENT} (facebookexternalhit/[0-9]|Twitterbot|Pinterest|Google.*snippet)
RewriteRule tracks/(\d*)$ https://&lt;dns&gt;/server/static-page.php?id=$1 [P]
RewriteRule articles/(\d*)$ https://&lt;dns&gt;/server/static-page.php?id=$1 [P]
</code></pre>

<p>To redirect the crowlers to the static page. But how can I handle the request in this server side static page? Do you have any suggests?</p>
","6399695","","6399695","","2018-01-01 14:50:42","2018-01-15 23:14:20","Facebook crawlers over angularjs app, javascript not loaded","<javascript><angularjs><facebook><facebook-graph-api>","1","0","1","",""
"48046416","1","","","2018-01-01 00:11:22","","0","17","<p>I use Marko bonzonini<a href=""https://i.stack.imgur.com/s5zJk.png"" rel=""nofollow noreferrer"">screen shot from this code</a> code and it work perfectly but i have some questions.
1- How i can collecting tweet withot any keyword such ""car"" in following photo?
2- what means of time limit?it work eleven times each hour?I run it but cant understand its working.
3- in my work,we need huge volume of twitts for example 500K per day.how I can collect this volume?
I want that twitts are random and collect every 30 min of day because we need good twitts contribution over all of day.
so thanks for all of work you did to make easier life.
with best regards.
have a good day.</p>
","8852659","","","","","2018-01-01 00:11:22","collecting twitts by location","<python-3.x><twitter><streaming>","0","1","","",""
"48046417","1","","","2018-01-01 00:11:30","","0","34","<p>I'm working on an app where it needs to download the files to custom folder in the mobile. Here's the code I've used,</p>

<pre><code>downloadImage(imageURL) {

    file.createDir(this.storageDirectory, 'FolderName', false);

    const fileTransfer: FileTransferObject = this.transfer.create();          
    const imageName = imageURL.split('/').pop();

    fileTransfer.download(imageURL, this.storageDirectory + 'FolderName/' + imageName).then((entry) =&gt; {
        const alertSuccess = this.alertCtrl.create({
            title: `Download Succeeded!`,
            subTitle: `${imageURL} was successfully downloaded to: ${entry.toURL()}`,
            buttons: ['Ok']
        });
        alertSuccess.present();
    }, (error) =&gt; {
        console.log(error)
        const alertFailure = this.alertCtrl.create({
            title: `Download Failed!`,
            subTitle: `${imageURL} was not successfully downloaded. Error code: ${error.code}`,
            buttons: ['Ok']
        });
        alertFailure.present();
    });
}
</code></pre>

<p>Based on some references, I tried to use promise like this.</p>

<pre><code>downloadImage(imageURL) {
  var folderName = 'FolderName';
  this.createDirectory(folderName);
  console.log('After CreateDirectory');
  this.platform.ready().then(() =&gt; {
      const fileTransfer: FileTransferObject = this.transfer.create();        
      const imageName = imageURL.split('/').pop();

      fileTransfer.download(imageURL, this.storageDirectory + 'FolderName/' + imageName).then((entry) =&gt; {
          const alertSuccess = this.alertCtrl.create({
              title: `Download Succeeded!`,
              subTitle: `${imageURL} was successfully downloaded to: ${entry.toURL()}`,
              buttons: ['Ok']
          });
          alertSuccess.present();
      }, (error) =&gt; {
          console.log(error)
          const alertFailure = this.alertCtrl.create({
              title: `Download Failed!`,
              subTitle: `${imageURL} was not successfully downloaded. Error code: ${error.code}`,
              buttons: ['Ok']
          });
          alertFailure.present();
      });
  });
}

createDirectory(folderName): Promise&lt;Boolean&gt; {
  return new Promise((resolve, reject) =&gt; {
    setTimeout(() =&gt; {
      console.log('createDirectory = ' + folderName)
    }, 5000);

    if(!this.platform.is('cordova')) {
      return false;
    }

    if (this.platform.is('ios')) {
      this.storageDirectory = this.file.externalRootDirectory;
    }
    else if(this.platform.is('android')) {
      this.storageDirectory = this.file.externalRootDirectory;
    }
    else {
      return false;
    }

    this.file.createDir(this.storageDirectory, folderName, false)
    .then((success) =&gt; {
      resolve(true);
    })
    .catch((error) =&gt; {
      reject(false);
    });
  });
}
</code></pre>

<p>When I click on the link which triggers this function, it shows a popup like ""Allow MyApp to access photos, media..."", but before the user press ""Allow"" button, it's displaying the error popup. I tried keeping this inside the async block, but still I'm facing the same issue.</p>

<p>How to defer the flow until the user confirms the popup? Any help on this would be much appreciated.</p>
","698072","","698072","","2018-01-01 09:57:23","2018-01-01 09:57:23","Ionic 3 - Defer file download until folder created","<angular><ionic-framework><angular-promise>","0","6","","",""
"48046418","1","48046434","","2018-01-01 00:11:32","","2","104","<p>I am developing a simple project. And I have a conflict with meaning of Liskov Principle in my project.</p>

<p>I simplified my question of my project with this example: </p>

<pre><code>public class Animal {  

     public void feed() {     

         // do something here         
     }    
}    


public class Dog extends Animal {

    // some methods and attributes

    @Override
    public void feed() {   

        // never call parent feed() method (super.feed())
    }
}
</code></pre>

<p>So, my question is, if I don't call parent method and write a completely new codes in override method, Is this violates Liskov Principle?</p>

<p>thanks.</p>
","","user9159218","","","","2018-01-01 00:25:35","Overriding without calling parent method, violating Liskov Principle","<java><oop><solid-principles><method-overriding>","2","5","","",""
"48046419","2","","47724328","2018-01-01 00:11:46","","2","","<p>It's hardly fair to claim that it ""does literally nothing"". Yes, at the app level you chose to make the whole thing a giant no-op for your microbenchmark, that's fine. But no, down beneath the covers at the system level, it's hardly ""nothing"". You asked linux to fork off a brand new execution environment, initialize it, and connect it to the environment. You called very few glibc functions, but dynamic linking is non-trivial and after a million instructions your process was ready to demand fault printf() and friends, and to efficiently bring in libs you might have linked against or dlopen()'ed.</p>

<p>This is not the sort of microbench that implementors are likely to optimize against. What <em>would</em> be of interest is if you can identify ""expensive"" aspects of fork/exec that in some use cases are never used, and so might be #ifdef'd out (or have their execution short circuited) in very specific situations. Lazy evaluation of resolv.conf is one example of that, where the overhead is never paid by a process if it never interacts with IP servers.</p>
","8431111","","","","","2018-01-01 00:11:46","","","","0","","",""
"48046421","1","","","2018-01-01 00:12:32","","0","189","<p>I am currently using <a href=""https://github.com/Rapptz/discord.py"" rel=""nofollow noreferrer"">discord.py</a> and I was curious about how the <code>Client.event</code> decorator works, but I can't find out for example, when it pass the data to the <code>on_message</code> function when there is a message event.</p>

<pre><code>import discord
import asyncio

client = discord.Client()

@client.event
async def on_message(message):
    pass

client.run('token')
</code></pre>

<p>When there is a message it takes the <code>on_message</code> function and pass the message to it, but I can't find when that happens in the code.</p>

<p>What I am missing?</p>
","7139999","","1000551","","2018-01-01 13:30:36","2018-01-01 13:30:36","How discord.py knows which function to pass the event data?","<python><events><python-decorators><discord.py>","2","0","","",""
"48046423","1","48046529","","2018-01-01 00:12:39","","1","727","<p>Hi I am trying to access my params from my react router but it always shows me an empty object.</p>

<p>this is my code:</p>

<pre><code>    &lt;Switch&gt;
    &lt;Route exact path='/' render={(props) =&gt; (&lt;PhotoWall {...this.props}/&gt;)}/&gt;
    &lt;Route path='/single/:id' render={(props) =&gt; (&lt;Single {...this.props}/&gt;)}/&gt;
    &lt;/Switch&gt;
</code></pre>

<p>I can see the value of my params in react dev tools. but i can't access it in this.props.match.params..
<a href=""https://i.stack.imgur.com/jAOXU.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/jAOXU.png"" alt=""enter image description here""></a></p>
","6568911","","","","","2018-01-01 00:43:09","getting empty value from this.props.match.params while it is showing in the react dev tools","<reactjs><react-router><react-redux><react-router-redux>","1","2","","",""
"48046424","1","","","2018-01-01 00:12:56","","0","86","<p>using</p>

<pre><code>RedirectMatch 301 /m/(..*) http://example.com/$1
</code></pre>

<p>to redirect from <a href=""http://sub.site.com/m/link"" rel=""nofollow noreferrer"">http://sub.site.com/m/link</a> to <a href=""http://example.com/link"" rel=""nofollow noreferrer"">http://example.com/link</a></p>

<p>thought it was working great until it tries to load thumbnails from <a href=""http://example.com/data/avatars/m/0/2.jpg?1599539541"" rel=""nofollow noreferrer"">http://example.com/data/avatars/m/0/2.jpg?1599539541</a></p>

<p>it changes it to <a href=""http://example.com/m/0/2.jpg?1599539541"" rel=""nofollow noreferrer"">http://example.com/m/0/2.jpg?1599539541</a> which will not do</p>

<p>spent hours googling and playing with htaccess redirects and RewriteRule
doesn't work at all
neither does</p>

<pre><code>RewriteEngine on
RewriteCond %{HTTP_HOST} /m/. [NC]
RewriteRule ^(.*)$ http://example.com/$1 [L]
</code></pre>

<p>been pulling my hair out for a couple days and probably irritating a few other people close by...</p>
","9159471","","1145196","","2018-01-01 01:07:10","2018-01-01 04:47:57","htaccess RedirectMatch messing up subdirectories with same match","<apache><.htaccess><redirect><mod-rewrite>","1","2","","",""
"48046425","2","","48046386","2018-01-01 00:13:11","","2","","<p>If you look at the documentation for creating a chart in <a href=""http://www.chartjs.org/docs/latest/#creating-a-chart"" rel=""nofollow noreferrer"">Chart.js</a>, the first parameter is a context obtained from a DOM element, and not a string:</p>

<pre><code>var ctx = document.getElementById(""myChart"").getContext('2d');
var myChart = new Chart(ctx, {
</code></pre>

<p>You can get a reference to the DOM element by using template variables and ElementRef:</p>

<p>HTML</p>

<pre><code>&lt;div *ngIf=""chart""&gt;
    &lt;canvas #canvas id=""canvas""&gt;{{ chart }}&lt;/canvas&gt;
&lt;/div&gt;
</code></pre>

<p>Tyepscript: </p>

<pre><code>import { Component, OnInit, AfterViewInit, ElementRef, ViewChild } from '@angular/core';
import { Chart } from 'chart.js';
import { data } from './data';

@Component({
  selector: 'app-propel-factor',
  templateUrl: './propel-factor.component.html'
})
export class PropelFactorComponent implements OnInit {
    @ViewChild('canvas') canvas: ElementRef;

    chart = [];
    labels: any = [];

    data: any = [];

    constructor() { }

    ngOnInit() {
        data.forEach(item =&gt; {
            this.labels.push(item.name);
            this.data.push(item.value);
        });

    }
    ngAfterViewInit() {
        this.chart = new Chart(this.canvas.nativeElement.getContext('2d'), {
            type: 'bar',
            labels: this.labels,
            data: {
                labels: this.labels,
                data: this.data
            },
            options: {
                responsive: true
            }
        });

    }

}
</code></pre>
","3661630","","3661630","","2018-01-01 00:31:11","2018-01-01 00:31:11","","","","2","","",""
"48046426","2","","48044395","2018-01-01 00:13:19","","0","","<p>It's hard to know why GradeRows doesn't match your range without seeing all of your code.
Using Cooper's getRange arguments will likely reveal your problem, and will prevent you from having to update your row and column variables when you make changes to your code. Another issue that gets me sometimes is the fact that the setValues array needs to be exactly the same dimensions as the range. If one row has a different length, it will fail. If the logic I use to create row arrays can result in different lengths, I use the function below to make sure my arrays are symmetric before writing them to a sheet. It is also helpful for debugging.</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>/** 
 * Takes a 2D array with element arrays with differing lengths
 * and adds empty string elements as necessary to return 
 * a 2D array with all element arrays of equal length.
 * @param {array} ar
 * @return {array}
 */
function symmetric2DArray(ar){
  var maxLength;
  var symetric = true;
  if (!Array.isArray(ar)) return [['not an array']];
  ar.forEach( function(row){
    if (!Array.isArray(row)) return [['not a 2D array']];
    if (maxLength &amp;&amp; maxLength !== row.length) {
      symetric = false;
      maxLength = (maxLength &gt; row.length) ? maxLength : row.length;
    } else { maxLength = row.length }
  });
  if (!symetric) {
    ar.map(function(row){
      while (row.length &lt; maxLength){
        row.push('');
      }
      return row;
    });
  }
  return ar
}</code></pre>
</div>
</div>
</p>
","3247279","","","","","2018-01-01 00:13:19","","","","0","","",""
"48046427","1","","","2018-01-01 00:13:21","","0","231","<p>I am not a coder but I have some basic ability to mash some scripts together and usually get something that works for me, but this is way beyond my comprehension. I am trying to combine 3 things into a batch file. It's essentially an all in one solution to turn Windows 10 privacy settings off and to remove some background apps. I can run the commands just fine in powershell, but I wanted to automate the entire thing through one batch script:</p>

<ol>
<li><p>Keep the windows 10 privacy settings script up to date. This is done through the following command in powershell:</p>

<pre><code>(New-Object Net.WebClient).DownloadString('https://raw.githubusercontent.com/hahndorf/Set-Privacy/master/Set-Privacy.ps1') | out-file .\Set-Privacy.ps1 -force 
</code></pre></li>
</ol>

<p>Just need to make sure that the destination folder for download is set first (I have no idea how to do this through a batchfile/script). The command comes from the script that someone wrote on github located <a href=""https://github.com/hahndorf/Set-Privacy/blob/master/README.md"" rel=""nofollow noreferrer"">here</a></p>

<ol start=""2"">
<li><p>Run the powershell script to turn privacy settings off, on the highest setting. This is done through the following command, again from the link above:</p>

<pre><code>.\Set-Privacy.ps1 -Strong -admin
</code></pre></li>
<li><p>Remove background apps, for example, removing ""3D Builder"":</p></li>
</ol>

<p>To uninstall 3D Builder:</p>

<pre><code>get-appxpackage *3dbuilder* | remove-appxpackage
</code></pre>

<p>Details on this found <a href=""https://www.askvg.com/guide-how-to-remove-all-built-in-apps-in-windows-10/"" rel=""nofollow noreferrer"">here</a></p>

<p>Any help with any of this is greatly appreciated.</p>
","9159454","","995714","","2018-01-01 00:18:32","2018-01-01 03:13:16","Combining powershell & cmd to create a batch file","<powershell>","1","0","","",""
"48046428","2","","48046358","2018-01-01 00:13:40","","2","","<p>Use only handler function as argument according to <a href=""http://api.jquery.com/off/"" rel=""nofollow noreferrer"">documentation</a>:</p>

<pre><code>let tools = {};
//how can i eliminate this next line of code after escape has been triggered?
$(window).on('keydown', escape);
function escape(e){
    if (e.which==27){
        //do some stuff with tools, etc
        $(window).off('keydown', escape);
        alert('alert triggered, but next time escape is pressed it wont.');
    }
}
</code></pre>
","4209136","","4209136","","2018-01-01 00:31:42","2018-01-01 00:31:42","","","","7","","",""
"48046429","1","","","2018-01-01 00:13:50","","1","109","<p>I'm trying to publish an <code>Winform</code> application that i build with Visual Studio 2013 <code>.Net 4.5.2</code>.
After i publish it and send the install to another computer it's install but when i try to run it i get an error:</p>

<pre><code>Files that help describe the problem:
  C:\Users\Administrator\AppData\Local\Temp\WERE983.tmp.WERInternalMetadata.xml
  C:\Users\Administrator\AppData\Local\Temp\WERF20C.tmp.appcompat.txt
  C:\Users\Administrator\AppData\Local\Temp\WERF21D.tmp.mdmp

Read our privacy statement online:
  http://go.microsoft.com/fwlink/?linkid=104288&amp;clcid=0x0409

If the online privacy statement is not available, please read our privacy statement offline:
  C:\Windows\system32\en-US\erofflps.txt
</code></pre>

<p>I check this files:</p>

<pre><code>WERE983.tmp.WERInternalMetadata.xml 
WERF20C.tmp.appcompat.txt
</code></pre>

<p>And this is what the contain:</p>

<pre><code>&lt;?xml version=""1.0"" encoding=""UTF-16""?&gt;
&lt;DATABASE&gt;
&lt;EXE NAME=""VAScanProducts.exe"" FILTER=""CMI_FILTER_PRIVACY""&gt;
    &lt;MATCHING_FILE NAME=""CefSharp.Core.dll"" SIZE=""1227264"" CHECKSUM=""0x96A9A86D"" MODULE_TYPE=""WIN32"" PE_CHECKSUM=""0x130D03"" LINKER_VERSION=""0x0"" LINK_DATE=""04/18/2017 05:44:15"" UPTO_LINK_DATE=""04/18/2017 05:44:15"" EXPORT_NAME=""CefSharp.Core.dll"" EXE_WRAPPER=""0x0"" /&gt;
    &lt;MATCHING_FILE NAME=""CefSharp.dll"" SIZE=""185344"" CHECKSUM=""0xBE52941B"" BIN_FILE_VERSION=""57.0.0.0"" BIN_PRODUCT_VERSION=""57.0.0.0"" PRODUCT_VERSION=""57.0.0.0"" FILE_DESCRIPTION=""CefSharp"" COMPANY_NAME=""The CefSharp Authors"" PRODUCT_NAME=""CefSharp"" FILE_VERSION=""57.0.0.0"" ORIGINAL_FILENAME=""CefSharp.dll"" INTERNAL_NAME=""CefSharp.dll"" LEGAL_COPYRIGHT=""Copyright © 2010-2017 The CefSharp Authors"" VERDATEHI=""0x0"" VERDATELO=""0x0"" VERFILEOS=""0x4"" VERFILETYPE=""0x2"" MODULE_TYPE=""WIN32"" PE_CHECKSUM=""0x2E412"" LINKER_VERSION=""0x0"" UPTO_BIN_FILE_VERSION=""57.0.0.0"" UPTO_BIN_PRODUCT_VERSION=""57.0.0.0"" LINK_DATE=""04/18/2017 05:43:55"" UPTO_LINK_DATE=""04/18/2017 05:43:55"" VER_LANGUAGE=""Language Neutral [0x0]"" EXE_WRAPPER=""0x0"" /&gt;
    &lt;MATCHING_FILE NAME=""CefSharp.WinForms.dll"" SIZE=""23552"" CHECKSUM=""0xE50D82BF"" BIN_FILE_VERSION=""57.0.0.0"" BIN_PRODUCT_VERSION=""57.0.0.0"" PRODUCT_VERSION=""57.0.0.0"" FILE_DESCRIPTION=""CefSharp.WinForm"" COMPANY_NAME=""The CefSharp Authors"" PRODUCT_NAME=""CefSharp"" FILE_VERSION=""57.0.0.0"" ORIGINAL_FILENAME=""CefSharp.WinForms.dll"" INTERNAL_NAME=""CefSharp.WinForms.dll"" LEGAL_COPYRIGHT=""Copyright © 2010-2017 The CefSharp Authors"" VERDATEHI=""0x0"" VERDATELO=""0x0"" VERFILEOS=""0x4"" VERFILETYPE=""0x2"" MODULE_TYPE=""WIN32"" PE_CHECKSUM=""0x7B0E"" LINKER_VERSION=""0x0"" UPTO_BIN_FILE_VERSION=""57.0.0.0"" UPTO_BIN_PRODUCT_VERSION=""57.0.0.0"" LINK_DATE=""04/18/2017 05:44:19"" UPTO_LINK_DATE=""04/18/2017 05:44:19"" VER_LANGUAGE=""Language Neutral [0x0]"" EXE_WRAPPER=""0x0"" /&gt;
    &lt;MATCHING_FILE NAME=""Newtonsoft.Json.dll"" SIZE=""653824"" CHECKSUM=""0xABD0EDC9"" BIN_FILE_VERSION=""10.0.3.21018"" BIN_PRODUCT_VERSION=""10.0.3.0"" PRODUCT_VERSION=""10.0.3"" FILE_DESCRIPTION=""Json.NET"" COMPANY_NAME=""Newtonsoft"" PRODUCT_NAME=""Json.NET"" FILE_VERSION=""10.0.3.21018"" ORIGINAL_FILENAME=""Newtonsoft.Json.dll"" INTERNAL_NAME=""Newtonsoft.Json.dll"" LEGAL_COPYRIGHT=""Copyright © James Newton-King 2008"" VERDATEHI=""0x0"" VERDATELO=""0x0"" VERFILEOS=""0x4"" VERFILETYPE=""0x2"" MODULE_TYPE=""WIN32"" PE_CHECKSUM=""0xA4DDC"" LINKER_VERSION=""0x0"" UPTO_BIN_FILE_VERSION=""10.0.3.21018"" UPTO_BIN_PRODUCT_VERSION=""10.0.3.0"" LINK_DATE=""06/10/2061 13:14:05"" UPTO_LINK_DATE=""06/10/2061 13:14:05"" VER_LANGUAGE=""Language Neutral [0x0]"" EXE_WRAPPER=""0x0"" /&gt;
    &lt;MATCHING_FILE NAME=""VAScanProducts.exe"" SIZE=""16384"" CHECKSUM=""0xDA25CD21"" BIN_FILE_VERSION=""1.0.0.0"" BIN_PRODUCT_VERSION=""1.0.0.0"" PRODUCT_VERSION=""1.0.0.0"" FILE_DESCRIPTION=""VAScanProducts"" PRODUCT_NAME=""VAScanProducts"" FILE_VERSION=""1.0.0.0"" ORIGINAL_FILENAME=""VAScanProducts.exe"" INTERNAL_NAME=""VAScanProducts.exe"" LEGAL_COPYRIGHT=""Copyright ©  2018"" VERDATEHI=""0x0"" VERDATELO=""0x0"" VERFILEOS=""0x4"" VERFILETYPE=""0x1"" MODULE_TYPE=""WIN32"" PE_CHECKSUM=""0x0"" LINKER_VERSION=""0x0"" UPTO_BIN_FILE_VERSION=""1.0.0.0"" UPTO_BIN_PRODUCT_VERSION=""1.0.0.0"" LINK_DATE=""01/01/2018 00:00:30"" UPTO_LINK_DATE=""01/01/2018 00:00:30"" VER_LANGUAGE=""Language Neutral [0x0]"" EXE_WRAPPER=""0x0"" FILE_ID=""0000feefe9ec5f02546ae654935471793c1b87db67f2"" PROGRAM_ID=""0000da39a3ee5e6b4b0d3255bfef95601890afd80709"" /&gt;
&lt;/EXE&gt;
&lt;EXE NAME=""KERNELBASE.dll"" FILTER=""CMI_FILTER_THISFILEONLY""&gt;
    &lt;MATCHING_FILE NAME=""KernelBase.dll"" SIZE=""275456"" CHECKSUM=""0xDD5DB326"" BIN_FILE_VERSION=""6.1.7601.23807"" BIN_PRODUCT_VERSION=""6.1.7601.23807"" PRODUCT_VERSION=""6.1.7601.18015"" FILE_DESCRIPTION=""Windows NT BASE API Client DLL"" COMPANY_NAME=""Microsoft Corporation"" PRODUCT_NAME=""Microsoft® Windows® Operating System"" FILE_VERSION=""6.1.7601.18015 (win7sp1_gdr.121129-1432)"" ORIGINAL_FILENAME=""Kernelbase"" INTERNAL_NAME=""Kernelbase"" LEGAL_COPYRIGHT=""© Microsoft Corporation. All rights reserved."" VERDATEHI=""0x0"" VERDATELO=""0x0"" VERFILEOS=""0x40004"" VERFILETYPE=""0x2"" MODULE_TYPE=""WIN32"" PE_CHECKSUM=""0x4FD50"" LINKER_VERSION=""0x60001"" UPTO_BIN_FILE_VERSION=""6.1.7601.23807"" UPTO_BIN_PRODUCT_VERSION=""6.1.7601.23807"" LINK_DATE=""05/12/2017 18:06:06"" UPTO_LINK_DATE=""05/12/2017 18:06:06"" EXPORT_NAME=""KERNELBASE.dll"" VER_LANGUAGE=""English (United States) [0x409]"" EXE_WRAPPER=""0x0"" FILE_ID=""0000ff428087a9ddf81b3edcb9f46e3b5ca798b97376"" PROGRAM_ID=""0000f519feec486de87ed73cb92d3cac802400000000"" /&gt;
&lt;/EXE&gt;
&lt;EXE NAME=""kernel32.dll"" FILTER=""CMI_FILTER_THISFILEONLY""&gt;
    &lt;MATCHING_FILE NAME=""kernel32.dll"" SIZE=""1114112"" CHECKSUM=""0x1725986C"" BIN_FILE_VERSION=""6.1.7601.23807"" BIN_PRODUCT_VERSION=""6.1.7601.23807"" PRODUCT_VERSION=""6.1.7601.18015"" FILE_DESCRIPTION=""Windows NT BASE API Client DLL"" COMPANY_NAME=""Microsoft Corporation"" PRODUCT_NAME=""Microsoft® Windows® Operating System"" FILE_VERSION=""6.1.7601.18015 (win7sp1_gdr.121129-1432)"" ORIGINAL_FILENAME=""kernel32"" INTERNAL_NAME=""kernel32"" LEGAL_COPYRIGHT=""© Microsoft Corporation. All rights reserved."" VERDATEHI=""0x0"" VERDATELO=""0x0"" VERFILEOS=""0x40004"" VERFILETYPE=""0x2"" MODULE_TYPE=""WIN32"" PE_CHECKSUM=""0x11A808"" LINKER_VERSION=""0x60001"" UPTO_BIN_FILE_VERSION=""6.1.7601.23807"" UPTO_BIN_PRODUCT_VERSION=""6.1.7601.23807"" LINK_DATE=""05/12/2017 18:06:05"" UPTO_LINK_DATE=""05/12/2017 18:06:05"" EXPORT_NAME=""KERNEL32.dll"" VER_LANGUAGE=""English (United States) [0x409]"" EXE_WRAPPER=""0x0"" FILE_ID=""00005daf7834295c8a8d2b58f1e3e780e39a6842a4c2"" PROGRAM_ID=""0000f519feec486de87ed73cb92d3cac802400000000"" /&gt;
&lt;/EXE&gt;
&lt;/DATABASE&gt;
</code></pre>

<p>And:</p>

<pre><code>&lt;?xml version=""1.0"" encoding=""UTF-16""?&gt;
&lt;WERReportMetadata&gt;
    &lt;OSVersionInformation&gt;
        &lt;WindowsNTVersion&gt;6.1&lt;/WindowsNTVersion&gt;
        &lt;Build&gt;7601 Service Pack 1&lt;/Build&gt;
        &lt;Product&gt;(0x30): Windows 7 Professional&lt;/Product&gt;
        &lt;Edition&gt;Professional&lt;/Edition&gt;
        &lt;BuildString&gt;7601.23807.amd64fre.win7sp1_ldr.170512-0600&lt;/BuildString&gt;
        &lt;Revision&gt;1130&lt;/Revision&gt;
        &lt;Flavor&gt;Multiprocessor Free&lt;/Flavor&gt;
        &lt;Architecture&gt;X64&lt;/Architecture&gt;
        &lt;LCID&gt;1033&lt;/LCID&gt;
    &lt;/OSVersionInformation&gt;
    &lt;ProblemSignatures&gt;
        &lt;EventType&gt;CLR20r3&lt;/EventType&gt;
        &lt;Parameter0&gt;VAScanProducts.exe&lt;/Parameter0&gt;
        &lt;Parameter1&gt;1.0.0.0&lt;/Parameter1&gt;
        &lt;Parameter2&gt;5a497a1e&lt;/Parameter2&gt;
        &lt;Parameter3&gt;VAScanProducts&lt;/Parameter3&gt;
        &lt;Parameter4&gt;1.0.0.0&lt;/Parameter4&gt;
        &lt;Parameter5&gt;5a497a1e&lt;/Parameter5&gt;
        &lt;Parameter6&gt;1&lt;/Parameter6&gt;
        &lt;Parameter7&gt;17&lt;/Parameter7&gt;
        &lt;Parameter8&gt;System.IO.FileNotFoundException&lt;/Parameter8&gt;
    &lt;/ProblemSignatures&gt;
    &lt;DynamicSignatures&gt;
